"","country","year","column","cases"
"778","GT",2000,"f4554",135
"779","GT",2000,"f5564",87
"780","GT",2000,"f65",111
"781","GU",2000,"m014",2
"782","GU",2000,"m1524",1
"783","GU",2000,"m2534",6
"784","GU",2000,"m3544",6
"785","GU",2000,"m4554",9
"786","GU",2000,"m5564",6
"787","GU",2000,"m65",9
"788","GU",2000,"f014",0
"789","GU",2000,"f1524",3
"790","GU",2000,"f2534",1
"791","GU",2000,"f3544",2
"792","GU",2000,"f4554",5
"793","GU",2000,"f5564",2
"794","GU",2000,"f65",2
"795","GW",2000,"m014",2
"796","GW",2000,"m1524",52
"797","GW",2000,"m2534",92
"798","GW",2000,"m3544",80
"799","GW",2000,"m4554",64
"800","GW",2000,"m5564",39
"801","GW",2000,"m65",19
"802","GW",2000,"f014",4
"803","GW",2000,"f1524",30
"804","GW",2000,"f2534",46
"805","GW",2000,"f3544",47
"806","GW",2000,"f4554",24
"807","GW",2000,"f5564",15
"808","GW",2000,"f65",12
"809","GY",2000,"m014",4
"810","GY",2000,"m1524",20
"811","GY",2000,"m2534",19
"812","GY",2000,"m3544",14
"813","GY",2000,"m4554",7
"814","GY",2000,"m5564",6
"815","GY",2000,"m65",9
"816","GY",2000,"f014",1
"817","GY",2000,"f1524",11
"818","GY",2000,"f2534",8
"819","GY",2000,"f3544",7
"820","GY",2000,"f4554",5
"821","GY",2000,"f5564",5
"822","GY",2000,"f65",3
"823","HK",2000,"m014",4
"824","HK",2000,"m1524",78
"825","HK",2000,"m2534",102
"826","HK",2000,"m3544",160
"827","HK",2000,"m4554",211
"828","HK",2000,"m5564",236
"829","HK",2000,"m65",578
"830","HK",2000,"f014",5
"831","HK",2000,"f1524",65
"832","HK",2000,"f2534",115
"833","HK",2000,"f3544",86
"834","HK",2000,"f4554",44
"835","HK",2000,"f5564",45
"836","HK",2000,"f65",211
"837","HN",2000,"m014",30
"838","HN",2000,"m1524",123
"839","HN",2000,"m2534",371
"840","HN",2000,"m3544",246
"841","HN",2000,"m4554",277
"842","HN",2000,"m5564",214
"843","HN",2000,"m65",43
"844","HN",2000,"f014",25
"845","HN",2000,"f1524",21
"846","HN",2000,"f2534",269
"847","HN",2000,"f3544",258
"848","HN",2000,"f4554",270
"849","HN",2000,"f5564",160
"850","HN",2000,"f65",38
"851","HT",2000,"m014",67
"852","HT",2000,"m1524",836
"853","HT",2000,"m2534",898
"854","HT",2000,"m3544",613
"855","HT",2000,"m4554",350
"856","HT",2000,"m5564",147
"857","HT",2000,"m65",118
"858","HT",2000,"f014",96
"859","HT",2000,"f1524",914
"860","HT",2000,"f2534",857
"861","HT",2000,"f3544",513
"862","HT",2000,"f4554",275
"863","HT",2000,"f5564",132
"864","HT",2000,"f65",71
"865","HU",2000,"m014",0
"866","HU",2000,"m1524",8
"867","HU",2000,"m2534",24
"868","HU",2000,"m3544",85
"869","HU",2000,"m4554",104
"870","HU",2000,"m5564",58
"871","HU",2000,"m65",27
"872","HU",2000,"f014",1
"873","HU",2000,"f1524",7
"874","HU",2000,"f2534",17
"875","HU",2000,"f3544",19
"876","HU",2000,"f4554",22
"877","HU",2000,"f5564",10
"878","HU",2000,"f65",30
"879","IE",2000,"m014",0
"880","IE",2000,"m1524",10
"881","IE",2000,"m2534",7
"882","IE",2000,"m3544",7
"883","IE",2000,"m4554",6
"884","IE",2000,"m5564",4
"885","IE",2000,"m65",12
"886","IE",2000,"f014",0
"887","IE",2000,"f1524",13
"888","IE",2000,"f2534",8
"889","IE",2000,"f3544",13
"890","IE",2000,"f4554",6
"891","IE",2000,"f5564",7
"892","IE",2000,"f65",15
"893","IL",2000,"m014",0
"894","IL",2000,"m1524",16
"895","IL",2000,"m2534",28
"896","IL",2000,"m3544",17
"897","IL",2000,"m4554",24
"898","IL",2000,"m5564",10
"899","IL",2000,"m65",31
"900","IL",2000,"f014",2
"901","IL",2000,"f1524",11
"902","IL",2000,"f2534",15
"903","IL",2000,"f3544",7
"904","IL",2000,"f4554",3
"905","IL",2000,"f5564",7
"906","IL",2000,"f65",25
"907","IN",2000,"m014",1588
"908","IN",2000,"m1524",20963
"909","IN",2000,"m2534",31090
"910","IN",2000,"m3544",30829
"911","IN",2000,"m4554",24230
"912","IN",2000,"m5564",15308
"913","IN",2000,"m65",8534
"914","IN",2000,"f014",2250
"915","IN",2000,"f1524",14495
"916","IN",2000,"f2534",17287
"917","IN",2000,"f3544",11768
"918","IN",2000,"f4554",7516
"919","IN",2000,"f5564",4594
"920","IN",2000,"f65",2697
"921","IQ",2000,"m014",21
"922","IQ",2000,"m1524",627
"923","IQ",2000,"m2534",317
"924","IQ",2000,"m3544",297
"925","IQ",2000,"m4554",205
"926","IQ",2000,"m5564",135
"927","IQ",2000,"m65",101
"928","IQ",2000,"f014",37
"929","IQ",2000,"f1524",338
"930","IQ",2000,"f2534",241
"931","IQ",2000,"f3544",136
"932","IQ",2000,"f4554",134
"933","IQ",2000,"f5564",103
"934","IQ",2000,"f65",87
"935","IR",2000,"m014",29
"936","IR",2000,"m1524",438
"937","IR",2000,"m2534",467
"938","IR",2000,"m3544",387
"939","IR",2000,"m4554",295
"940","IR",2000,"m5564",344
"941","IR",2000,"m65",642
"942","IR",2000,"f014",77
"943","IR",2000,"f1524",593
"944","IR",2000,"f2534",410
"945","IR",2000,"f3544",322
"946","IR",2000,"f4554",320
"947","IR",2000,"f5564",407
"948","IR",2000,"f65",647
"949","IS",2000,"f014",0
"950","IS",2000,"f2534",1
"951","IT",2000,"m014",12
"952","IT",2000,"m1524",63
"953","IT",2000,"m2534",96
"954","IT",2000,"m3544",75
"955","IT",2000,"m4554",58
"956","IT",2000,"m5564",54
"957","IT",2000,"m65",112
"958","IT",2000,"f014",6
"959","IT",2000,"f1524",38
"960","IT",2000,"f2534",58
"961","IT",2000,"f3544",33
"962","IT",2000,"f4554",13
"963","IT",2000,"f5564",19
"964","IT",2000,"f65",39
"965","JM",2000,"m014",0
"966","JM",2000,"m1524",6
"967","JM",2000,"m2534",13
"968","JM",2000,"m3544",13
"969","JM",2000,"m4554",15
"970","JM",2000,"m5564",6
"971","JM",2000,"m65",5
"972","JM",2000,"f014",1
"973","JM",2000,"f1524",8
"974","JM",2000,"f2534",8
"975","JM",2000,"f3544",7
"976","JM",2000,"f4554",2
"977","JM",2000,"f5564",5
"978","JM",2000,"f65",1
"979","JO",2000,"m014",0
"980","JO",2000,"m1524",8
"981","JO",2000,"m2534",16
"982","JO",2000,"m3544",13
"983","JO",2000,"m4554",9
"984","JO",2000,"m5564",14
"985","JO",2000,"m65",2
"986","JO",2000,"f014",0
"987","JO",2000,"f1524",8
"988","JO",2000,"f2534",9
"989","JO",2000,"f3544",1
"990","JO",2000,"f4554",2
"991","JO",2000,"f5564",2
"992","JO",2000,"f65",5
"993","JP",2000,"m014",2
"994","JP",2000,"m1524",246
"995","JP",2000,"m2534",572
"996","JP",2000,"m3544",676
"997","JP",2000,"m4554",1494
"998","JP",2000,"m5564",1509
"999","JP",2000,"m65",3816
"1000","JP",2000,"f014",5
"1001","JP",2000,"f1524",222
"1002","JP",2000,"f2534",464
"1003","JP",2000,"f3544",213
"1004","JP",2000,"f4554",292
"1005","JP",2000,"f5564",384
"1006","JP",2000,"f65",1958
"1007","KE",2000,"m014",264
"1008","KE",2000,"m1524",3739
"1009","KE",2000,"m2534",6653
"1010","KE",2000,"m3544",3548
"1011","KE",2000,"m4554",1630
"1012","KE",2000,"m5564",630
"1013","KE",2000,"m65",414
"1014","KE",2000,"f014",416
"1015","KE",2000,"f1524",3916
"1016","KE",2000,"f2534",4363
"1017","KE",2000,"f3544",1874
"1018","KE",2000,"f4554",831
"1019","KE",2000,"f5564",347
"1020","KE",2000,"f65",148
"1021","KG",2000,"m014",4
"1022","KG",2000,"m1524",128
"1023","KG",2000,"m2534",227
"1024","KG",2000,"m3544",205
"1025","KG",2000,"m4554",115
"1026","KG",2000,"m5564",52
"1027","KG",2000,"m65",46
"1028","KG",2000,"f014",6
"1029","KG",2000,"f1524",128
"1030","KG",2000,"f2534",146
"1031","KG",2000,"f3544",100
"1032","KG",2000,"f4554",41
"1033","KG",2000,"f5564",30
"1034","KG",2000,"f65",29
"1035","KH",2000,"m014",26
"1036","KH",2000,"m1524",519
"1037","KH",2000,"m2534",1323
"1038","KH",2000,"m3544",1618
"1039","KH",2000,"m4554",1456
"1040","KH",2000,"m5564",1373
"1041","KH",2000,"m65",1058
"1042","KH",2000,"f014",38
"1043","KH",2000,"f1524",457
"1044","KH",2000,"f2534",1157
"1045","KH",2000,"f3544",1649
"1046","KH",2000,"f4554",1798
"1047","KH",2000,"f5564",1459
"1048","KH",2000,"f65",892
"1049","KI",2000,"m014",2
"1050","KI",2000,"m1524",9
"1051","KI",2000,"m2534",3
"1052","KI",2000,"m3544",3
"1053","KI",2000,"m4554",3
"1054","KI",2000,"m5564",8
"1055","KI",2000,"m65",2
"1056","KI",2000,"f014",2
"1057","KI",2000,"f1524",5
"1058","KI",2000,"f2534",6
"1059","KI",2000,"f3544",3
"1060","KI",2000,"f4554",4
"1061","KI",2000,"f5564",1
"1062","KI",2000,"f65",3
"1063","KM",2000,"m014",0
"1064","KM",2000,"m1524",18
"1065","KM",2000,"m2534",7
"1066","KM",2000,"m3544",14
"1067","KM",2000,"m4554",9
"1068","KM",2000,"m5564",3
"1069","KM",2000,"m65",4
"1070","KM",2000,"f014",1
"1071","KM",2000,"f1524",9
"1072","KM",2000,"f2534",6
"1073","KM",2000,"f3544",12
"1074","KM",2000,"f4554",1
"1075","KM",2000,"f5564",2
"1076","KM",2000,"f65",1
"1077","KP",2000,"m014",293
"1078","KP",2000,"m1524",928
"1079","KP",2000,"m2534",1508
"1080","KP",2000,"m3544",2927
"1081","KP",2000,"m4554",2519
"1082","KP",2000,"m5564",1167
"1083","KP",2000,"m65",651
"1084","KP",2000,"f014",167
"1085","KP",2000,"f1524",683
"1086","KP",2000,"f2534",1121
"1087","KP",2000,"f3544",2004
"1088","KP",2000,"f4554",1524
"1089","KP",2000,"f5564",591
"1090","KP",2000,"f65",357
"1091","KR",2000,"m014",19
"1092","KR",2000,"m1524",821
"1093","KR",2000,"m2534",1085
"1094","KR",2000,"m3544",988
"1095","KR",2000,"m4554",853
"1096","KR",2000,"m5564",731
"1097","KR",2000,"m65",901
"1098","KR",2000,"f014",25
"1099","KR",2000,"f1524",546
"1100","KR",2000,"f2534",544
"1101","KR",2000,"f3544",393
"1102","KR",2000,"f4554",220
"1103","KR",2000,"f5564",295
"1104","KR",2000,"f65",795
"1105","KW",2000,"m014",0
"1106","KW",2000,"m1524",10
"1107","KW",2000,"m2534",44
"1108","KW",2000,"m3544",32
"1109","KW",2000,"m4554",21
"1110","KW",2000,"m5564",11
"1111","KW",2000,"m65",5
"1112","KW",2000,"f014",1
"1113","KW",2000,"f1524",11
"1114","KW",2000,"f2534",24
"1115","KW",2000,"f3544",12
"1116","KW",2000,"f4554",5
"1117","KW",2000,"f5564",3
"1118","KW",2000,"f65",1
"1119","KY",2000,"m014",0
"1120","KY",2000,"m1524",0
"1121","KY",2000,"m2534",3
"1122","KY",2000,"m3544",1
"1123","KY",2000,"m4554",0
"1124","KY",2000,"m5564",1
"1125","KY",2000,"m65",0
"1126","KZ",2000,"m014",36
"1127","KZ",2000,"m1524",1057
"1128","KZ",2000,"m2534",1409
"1129","KZ",2000,"m3544",1379
"1130","KZ",2000,"m4554",923
"1131","KZ",2000,"m5564",439
"1132","KZ",2000,"m65",218
"1133","KZ",2000,"f014",84
"1134","KZ",2000,"f1524",999
"1135","KZ",2000,"f2534",1079
"1136","KZ",2000,"f3544",599
"1137","KZ",2000,"f4554",275
"1138","KZ",2000,"f5564",202
"1139","KZ",2000,"f65",204
"1140","LA",2000,"m014",7
"1141","LA",2000,"m1524",92
"1142","LA",2000,"m2534",128
"1143","LA",2000,"m3544",166
"1144","LA",2000,"m4554",201
"1145","LA",2000,"m5564",177
"1146","LA",2000,"m65",176
"1147","LA",2000,"f014",10
"1148","LA",2000,"f1524",59
"1149","LA",2000,"f2534",95
"1150","LA",2000,"f3544",131
"1151","LA",2000,"f4554",122
"1152","LA",2000,"f5564",91
"1153","LA",2000,"f65",71
"1154","LB",2000,"m014",5
"1155","LB",2000,"m1524",16
"1156","LB",2000,"m2534",28
"1157","LB",2000,"m3544",20
"1158","LB",2000,"m4554",15
"1159","LB",2000,"m5564",17
"1160","LB",2000,"m65",14
"1161","LB",2000,"f014",4
"1162","LB",2000,"f1524",31
"1163","LB",2000,"f2534",26
"1164","LB",2000,"f3544",9
"1165","LB",2000,"f4554",7
"1166","LB",2000,"f5564",4
"1167","LB",2000,"f65",6
"1168","LC",2000,"m014",0
"1169","LC",2000,"m1524",0
"1170","LC",2000,"m2534",0
"1171","LC",2000,"m3544",1
"1172","LC",2000,"m4554",0
"1173","LC",2000,"m5564",1
"1174","LC",2000,"m65",2
"1175","LC",2000,"f014",0
"1176","LC",2000,"f1524",1
"1177","LC",2000,"f2534",0
"1178","LC",2000,"f3544",1
"1179","LC",2000,"f4554",0
"1180","LC",2000,"f5564",1
"1181","LC",2000,"f65",0
"1182","LK",2000,"m014",25
"1183","LK",2000,"m1524",266
"1184","LK",2000,"m2534",459
"1185","LK",2000,"m3544",695
"1186","LK",2000,"m4554",793
"1187","LK",2000,"m5564",484
"1188","LK",2000,"m65",360
"1189","LK",2000,"f014",23
"1190","LK",2000,"f1524",312
"1191","LK",2000,"f2534",264
"1192","LK",2000,"f3544",176
"1193","LK",2000,"f4554",202
"1194","LK",2000,"f5564",144
"1195","LK",2000,"f65",113
"1196","LR",2000,"m014",12
"1197","LR",2000,"m1524",133
"1198","LR",2000,"m2534",196
"1199","LR",2000,"m3544",127
"1200","LR",2000,"m4554",52
"1201","LR",2000,"m5564",17
"1202","LR",2000,"m65",26
"1203","LR",2000,"f014",21
"1204","LR",2000,"f1524",140
"1205","LR",2000,"f2534",149
"1206","LR",2000,"f3544",88
"1207","LR",2000,"f4554",28
"1208","LR",2000,"f5564",16
"1209","LR",2000,"f65",16
"1210","LS",2000,"m014",8
"1211","LS",2000,"m1524",165
"1212","LS",2000,"m2534",458
"1213","LS",2000,"m3544",517
"1214","LS",2000,"m4554",395
"1215","LS",2000,"m5564",198
"1216","LS",2000,"m65",76
"1217","LS",2000,"f014",11
"1218","LS",2000,"f1524",222
"1219","LS",2000,"f2534",336
"1220","LS",2000,"f3544",195
"1221","LS",2000,"f4554",83
"1222","LS",2000,"f5564",36
"1223","LS",2000,"f65",29
"1224","LT",2000,"m014",1
"1225","LT",2000,"m1524",38
"1226","LT",2000,"m2534",97
"1227","LT",2000,"m3544",145
"1228","LT",2000,"m4554",155
"1229","LT",2000,"m5564",74
"1230","LT",2000,"m65",68
"1231","LT",2000,"f014",0
"1232","LT",2000,"f1524",20
"1233","LT",2000,"f2534",37
"1234","LT",2000,"f3544",39
"1235","LT",2000,"f4554",32
"1236","LT",2000,"f5564",22
"1237","LT",2000,"f65",48
"1238","LV",2000,"m014",0
"1239","LV",2000,"m1524",53
"1240","LV",2000,"m2534",106
"1241","LV",2000,"m3544",124
"1242","LV",2000,"m4554",111
"1243","LV",2000,"m5564",64
"1244","LV",2000,"m65",34
"1245","LV",2000,"f014",2
"1246","LV",2000,"f1524",25
"1247","LV",2000,"f2534",41
"1248","LV",2000,"f3544",27
"1249","LV",2000,"f4554",28
"1250","LV",2000,"f5564",7
"1251","LV",2000,"f65",15
"1252","LY",2000,"m014",5
"1253","LY",2000,"m1524",101
"1254","LY",2000,"m2534",239
"1255","LY",2000,"m3544",86
"1256","LY",2000,"m4554",36
"1257","LY",2000,"m5564",29
"1258","LY",2000,"m65",32
"1259","LY",2000,"f014",6
"1260","LY",2000,"f1524",43
"1261","LY",2000,"f2534",35
"1262","LY",2000,"f3544",24
"1263","LY",2000,"f4554",24
"1264","LY",2000,"f5564",16
"1265","LY",2000,"f65",22
"1266","MA",2000,"m014",99
"1267","MA",2000,"m1524",2061
"1268","MA",2000,"m2534",2423
"1269","MA",2000,"m3544",1705
"1270","MA",2000,"m4554",855
"1271","MA",2000,"m5564",485
"1272","MA",2000,"m65",595
"1273","MA",2000,"f014",170
"1274","MA",2000,"f1524",1530
"1275","MA",2000,"f2534",1121
"1276","MA",2000,"f3544",672
"1277","MA",2000,"f4554",398
"1278","MA",2000,"f5564",406
"1279","MA",2000,"f65",352
"1280","MD",2000,"m014",2
"1281","MD",2000,"m1524",52
"1282","MD",2000,"m2534",31
"1283","MD",2000,"m3544",36
"1284","MD",2000,"m4554",13
"1285","MD",2000,"m5564",13
"1286","MD",2000,"m65",6
"1287","MD",2000,"f014",1
"1288","MD",2000,"f1524",16
"1289","MD",2000,"f2534",32
"1290","MD",2000,"f3544",45
"1291","MD",2000,"f4554",23
"1292","MD",2000,"f5564",14
"1293","MD",2000,"f65",6
"1294","MH",2000,"m014",3
"1295","MH",2000,"m1524",5
"1296","MH",2000,"m2534",4
"1297","MH",2000,"m3544",1
"1298","MH",2000,"m4554",3
"1299","MH",2000,"m5564",5
"1300","MH",2000,"m65",3
"1301","MH",2000,"f014",7
"1302","MH",2000,"f1524",7
"1303","MH",2000,"f2534",3
"1304","MH",2000,"f3544",0
"1305","MH",2000,"f4554",2
"1306","MH",2000,"f5564",2
"1307","MH",2000,"f65",0
"1308","MK",2000,"m014",5
"1309","MK",2000,"m1524",8
"1310","MK",2000,"m2534",14
"1311","MK",2000,"m3544",20
"1312","MK",2000,"m4554",19
"1313","MK",2000,"m5564",20
"1314","MK",2000,"m65",14
"1315","MK",2000,"f014",1
"1316","MK",2000,"f1524",15
"1317","MK",2000,"f2534",14
"1318","MK",2000,"f3544",17
"1319","MK",2000,"f4554",5
"1320","MK",2000,"f5564",5
"1321","MK",2000,"f65",10
"1322","ML",2000,"m014",23
"1323","ML",2000,"m1524",206
"1324","ML",2000,"m2534",430
"1325","ML",2000,"m3544",396
"1326","ML",2000,"m4554",297
"1327","ML",2000,"m5564",235
"1328","ML",2000,"m65",144
"1329","ML",2000,"f014",14
"1330","ML",2000,"f1524",174
"1331","ML",2000,"f2534",232
"1332","ML",2000,"f3544",152
"1333","ML",2000,"f4554",106
"1334","ML",2000,"f5564",75
"1335","ML",2000,"f65",43
"1336","MM",2000,"m014",88
"1337","MM",2000,"m1524",1459
"1338","MM",2000,"m2534",2636
"1339","MM",2000,"m3544",2781
"1340","MM",2000,"m4554",2161
"1341","MM",2000,"m5564",1235
"1342","MM",2000,"m65",836
"1343","MM",2000,"f014",72
"1344","MM",2000,"f1524",1040
"1345","MM",2000,"f2534",1592
"1346","MM",2000,"f3544",1397
"1347","MM",2000,"f4554",987
"1348","MM",2000,"f5564",592
"1349","MM",2000,"f65",378
"1350","MN",2000,"m014",6
"1351","MN",2000,"m1524",181
"1352","MN",2000,"m2534",260
"1353","MN",2000,"m3544",171
"1354","MN",2000,"m4554",68
"1355","MN",2000,"m5564",38
"1356","MN",2000,"m65",23
"1357","MN",2000,"f014",32
"1358","MN",2000,"f1524",200
"1359","MN",2000,"f2534",213
"1360","MN",2000,"f3544",113
"1361","MN",2000,"f4554",41
"1362","MN",2000,"f5564",26
"1363","MN",2000,"f65",17
"1364","MO",2000,"m014",0
"1365","MO",2000,"m1524",10
"1366","MO",2000,"m2534",8
"1367","MO",2000,"m3544",25
"1368","MO",2000,"m4554",22
"1369","MO",2000,"m5564",9
"1370","MO",2000,"m65",17
"1371","MO",2000,"f014",0
"1372","MO",2000,"f1524",10
"1373","MO",2000,"f2534",4
"1374","MO",2000,"f3544",6
"1375","MO",2000,"f4554",6
"1376","MO",2000,"f5564",3
"1377","MO",2000,"f65",13
"1378","MP",2000,"m014",1
"1379","MP",2000,"m1524",4
"1380","MP",2000,"m2534",8
"1381","MP",2000,"m3544",9
"1382","MP",2000,"m4554",9
"1383","MP",2000,"m5564",3
"1384","MP",2000,"m65",2
"1385","MP",2000,"f014",0
"1386","MP",2000,"f1524",10
"1387","MP",2000,"f2534",17
"1388","MP",2000,"f3544",7
"1389","MP",2000,"f4554",3
"1390","MP",2000,"f5564",1
"1391","MP",2000,"f65",1
"1392","MT",2000,"m014",0
"1393","MT",2000,"m1524",1
"1394","MT",2000,"m2534",0
"1395","MT",2000,"m3544",1
"1396","MT",2000,"m4554",1
"1397","MT",2000,"m5564",0
"1398","MT",2000,"m65",1
"1399","MU",2000,"m014",2
"1400","MU",2000,"m1524",6
"1401","MU",2000,"m2534",9
"1402","MU",2000,"m3544",18
"1403","MU",2000,"m4554",19
"1404","MU",2000,"m5564",14
"1405","MU",2000,"m65",8
"1406","MU",2000,"f014",1
"1407","MU",2000,"f1524",5
"1408","MU",2000,"f2534",8
"1409","MU",2000,"f3544",8
"1410","MU",2000,"f4554",6
"1411","MU",2000,"f5564",7
"1412","MU",2000,"f65",4
"1413","MV",2000,"m014",0
"1414","MV",2000,"m1524",9
"1415","MV",2000,"m2534",10
"1416","MV",2000,"m3544",2
"1417","MV",2000,"m4554",5
"1418","MV",2000,"m5564",5
"1419","MV",2000,"m65",3
"1420","MV",2000,"f014",0
"1421","MV",2000,"f1524",11
"1422","MV",2000,"f2534",4
"1423","MV",2000,"f3544",5
"1424","MV",2000,"f4554",4
"1425","MV",2000,"f5564",5
"1426","MV",2000,"f65",2
"1427","MW",2000,"m014",50
"1428","MW",2000,"m1524",653
"1429","MW",2000,"m2534",1476
"1430","MW",2000,"m3544",1113
"1431","MW",2000,"m4554",585
"1432","MW",2000,"m5564",245
"1433","MW",2000,"m65",114
"1434","MW",2000,"f014",66
"1435","MW",2000,"f1524",1038
"1436","MW",2000,"f2534",1481
"1437","MW",2000,"f3544",831
"1438","MW",2000,"f4554",401
"1439","MW",2000,"f5564",148
"1440","MW",2000,"f65",64
"1441","MX",2000,"m014",214
"1442","MX",2000,"m1524",1079
"1443","MX",2000,"m2534",1387
"1444","MX",2000,"m3544",1162
"1445","MX",2000,"m4554",1235
"1446","MX",2000,"m5564",972
"1447","MX",2000,"m65",1126
"1448","MX",2000,"f014",176
"1449","MX",2000,"f1524",663
"1450","MX",2000,"f2534",828
"1451","MX",2000,"f3544",698
"1452","MX",2000,"f4554",832
"1453","MX",2000,"f5564",595
"1454","MX",2000,"f65",709
"1455","MY",2000,"m014",32
"1456","MY",2000,"m1524",694
"1457","MY",2000,"m2534",1138
"1458","MY",2000,"m3544",1177
"1459","MY",2000,"m4554",908
"1460","MY",2000,"m5564",814
"1461","MY",2000,"m65",891
"1462","MY",2000,"f014",41
"1463","MY",2000,"f1524",464
"1464","MY",2000,"f2534",564
"1465","MY",2000,"f3544",424
"1466","MY",2000,"f4554",367
"1467","MY",2000,"f5564",356
"1468","MY",2000,"f65",286
"1469","NA",2000,"m014",18
"1470","NA",2000,"m1524",269
"1471","NA",2000,"m2534",874
"1472","NA",2000,"m3544",665
"1473","NA",2000,"m4554",300
"1474","NA",2000,"m5564",147
"1475","NA",2000,"m65",81
"1476","NA",2000,"f014",16
"1477","NA",2000,"f1524",352
"1478","NA",2000,"f2534",654
"1479","NA",2000,"f3544",348
"1480","NA",2000,"f4554",161
"1481","NA",2000,"f5564",76
"1482","NA",2000,"f65",52
"1483","NC",2000,"m014",1
"1484","NC",2000,"m1524",1
"1485","NC",2000,"m2534",3
"1486","NC",2000,"m3544",4
"1487","NC",2000,"m4554",2
"1488","NC",2000,"m5564",3
"1489","NC",2000,"m65",4
"1490","NC",2000,"f014",1
"1491","NC",2000,"f1524",8
"1492","NC",2000,"f2534",1
"1493","NC",2000,"f3544",1
"1494","NC",2000,"f4554",3
"1495","NC",2000,"f5564",2
"1496","NC",2000,"f65",4
"1497","NE",2000,"m014",29
"1498","NE",2000,"m1524",270
"1499","NE",2000,"m2534",174
"1500","NE",2000,"m3544",441
"1501","NE",2000,"m4554",252
"1502","NE",2000,"m5564",151
"1503","NE",2000,"m65",78
"1504","NE",2000,"f014",31
"1505","NE",2000,"f1524",123
"1506","NE",2000,"f2534",206
"1507","NE",2000,"f3544",168
"1508","NE",2000,"f4554",151
"1509","NE",2000,"f5564",63
"1510","NE",2000,"f65",9
"1511","NG",2000,"m014",157
"1512","NG",2000,"m1524",2173
"1513","NG",2000,"m2534",3164
"1514","NG",2000,"m3544",1836
"1515","NG",2000,"m4554",1091
"1516","NG",2000,"m5564",566
"1517","NG",2000,"m65",463
"1518","NG",2000,"f014",239
"1519","NG",2000,"f1524",2934
"1520","NG",2000,"f2534",2434
"1521","NG",2000,"f3544",1110
"1522","NG",2000,"f4554",676
"1523","NG",2000,"f5564",344
"1524","NG",2000,"f65",231
"1525","NI",2000,"m014",18
"1526","NI",2000,"m1524",194
"1527","NI",2000,"m2534",174
"1528","NI",2000,"m3544",147
